1_pos,2_posf,3_rho,4_dvisc,5_uvel,6_vvel,7_wvel,8_temp,9_mixf,10_chi,11_hr,12_y_H2,13_y_H,14_y_O,15_y_O2,16_y_OH,17_y_H2O,18_y_HO2,19_y_CH2,20_y_CH2(S),21_y_CH3,22_y_CH4,23_y_CO,24_y_CO2,25_y_HCO,26_y_CH2O,27_y_CH2OH,28_y_N2,29_enth,30_progVar,hr_queried,temp_queried,CO_queried,OH_queried,CO2_queried
-0.22715074692,-0.2521030958,1.1716458299,1.8634693042e-05,1.5866405742e-05,5.567106618e-07,5.567106618e-07,300.08616904,0.0,3.018473453e-14,3.2548562408e-06,4.2695976889e-12,5.3567649731e-22,1.864407381e-13,0.23299264626,1.3059939096e-11,3.9118751232e-06,3.1344526635e-12,3.1140555558e-27,1.6111578091e-28,3.9693232626e-18,7.1245556414e-15,6.7675218938e-10,4.777169653e-06,7.8773231119e-26,4.826801262e-16,2.7359656354e-31,0.766998664,1899.3901413,8.689725797987067e-06,0.0,300.0,0.0,0.0,0.0
-0.18972266847,-0.20219839804,1.1714190218,1.8637371307e-05,2.4780903989e-05,1.9604355177e-06,1.9604355177e-06,300.1439895,0.0,2.3396844314e-13,1.4514628953e-05,1.3917485931e-11,2.1760708882e-21,4.1248176054e-13,0.23298768843,2.1004241124e-11,6.5495307796e-06,9.2274810124e-12,1.3149930592e-26,6.8051630906e-28,1.0425250055e-17,1.872730357e-14,2.25055372e-09,7.9965853554e-06,3.273654715e-25,1.2466710687e-15,1.1569311443e-30,0.76699776315,1893.5979767,1.454838060620593e-05,0.0,300.0,0.0,0.0,0.0
-0.17100907393,-0.1772469389,1.1710847201,1.8641320127e-05,3.6948704804e-05,4.5869836745e-06,4.5869836745e-06,300.22925317,0.0,8.4594493267e-13,4.8241627907e-05,3.1961380845e-11,6.9480773511e-21,7.9990682048e-13,0.23298036399,3.2257310808e-11,1.0446447199e-05,2.0441229829e-11,4.2199635926e-26,2.1846207104e-27,2.1794907187e-17,3.9147542217e-14,5.2103021305e-09,1.2752048498e-05,1.0423372655e-24,2.584017887e-15,3.7202903514e-30,0.76699643222,1884.8848129,2.3203737960511344e-05,0.0,300.0,0.0,0.0,0.0
-0.15853334298,-0.16477120897,1.1706865328,1.8646024728e-05,4.578136057e-05,8.2964200476e-06,8.2964200476e-06,300.33086938,0.0,4.9257613679e-12,0.00013556997533,7.0269812173e-11,1.8730662277e-20,1.4614034465e-12,0.23297156173,4.3565998464e-11,1.5130414411e-05,4.3441660491e-11,1.0849846226e-25,5.6191668222e-27,4.1513913156e-17,7.4222930477e-14,1.1641954347e-08,1.8463628405e-05,2.6387150846e-24,4.8410814501e-15,9.5883728368e-30,0.76699483243,1873.5642833,3.360575504015917e-05,0.0,300.0,0.0,0.0,0.0
-0.14740607559,-0.15229547699,1.1696860753,1.8657851488e-05,1.7981246818e-05,-2.091286295e-05,-2.091286295e-05,300.58646815,0.0,3.0560941821e-11,0.0005992643325,2.2087419331e-10,7.8927678605e-20,3.6379612356e-12,0.23294912201,6.4825366868e-11,2.7073927837e-05,1.3177492097e-10,4.1429515822e-25,2.1478873543e-26,1.0668242351e-16,1.87247292e-13,3.7504608087e-08,3.3013136839e-05,9.7267725644e-24,1.1978218166e-14,3.6836449502e-29,0.766990753,1841.252137,6.0124790158280314e-05,0.0,300.0,0.0,0.0,0.0
-0.14007194453,-0.1425166742,1.1682678049,1.867463305e-05,-0.00042137575498,-0.00053686921932,-0.00053686921932,300.94951317,0.0,1.8803803038e-09,0.001727075446,5.0381585731e-10,2.2155786372e-19,7.0844654775e-12,0.23291652249,8.4415520014e-11,4.4428437117e-05,2.9450759986e-10,1.1874110579e-24,6.1651038997e-26,2.3527077832e-16,3.6575544894e-13,8.7498732375e-08,5.4135482984e-05,2.4397636709e-23,2.2979979936e-14,1.0649248829e-28,0.7669848252,1786.0036471,9.865192264923231e-05,0.0,300.0,0.0,0.0,0.0
-0.13640465494,-0.13762721485,1.162751628,1.8739993287e-05,-0.0078948595642,-0.0098429388178,-0.0098429388178,302.36908992,3.1915298294e-05,1.1272709323e-07,0.011939216689,1.4473970333e-09,1.6180959893e-18,2.0980567104e-11,0.23277463947,2.0083664757e-10,0.00011995182896,8.5033902675e-10,5.0490472609e-23,2.6360849488e-24,4.2369746739e-15,1.4239444446e-12,2.7168841412e-07,0.00014610502694,2.3337243301e-22,8.3188024437e-14,4.6825273555e-27,0.76695902947,1383.5534272,0.0002663299917111533,-1732.1763595204507,304.7569897174835,0.0,0.0,0.0001218112556671258
-0.13457031219,-0.13518209502,1.143700588,1.896872358e-05,-0.02744347429,-0.034192577328,-0.034192577328,307.37405823,0.000160707232,1.6365941022e-06,0.17742637165,4.3353932651e-09,3.0069429227e-17,1.1762301044e-10,0.23223125372,8.7303208712e-10,0.00040916485197,2.8297766415e-09,2.210122345e-21,1.1756789091e-22,4.3786500276e-14,1.265539299e-11,8.7531246275e-07,0.00049844977395,1.0155215047e-20,8.2874625745e-13,2.3012076483e-25,0.76686024818,-591.01551858,0.000908494273776015,-698.0848122759553,308.4555416107178,0.0,0.0,0.0004549669574771542
-0.13334413822,-0.13395852936,1.100867588,1.9503121544e-05,-0.043280926628,-0.053661464305,-0.053661464305,319.25002153,0.00048647498337,3.7403993461e-05,3.5665073247,1.8779024543e-08,8.7919325378e-16,1.430828317e-09,0.23085745204,3.0914791251e-09,0.0011406371781,1.4846642163e-08,6.3793511793e-20,3.535171276e-21,3.7807465403e-13,1.8477613107e-10,3.4411362353e-06,0.0013880416188,5.8621478532e-19,1.4326892145e-11,8.6226148445e-24,0.76661038968,-6345.2178457,0.002532138712159843,-637.6719619875665,320.13919472694397,0.0,0.0,0.0013471558777382597
-0.13240253129,-0.13272974709,0.96445529015,2.1433399624e-05,-0.063482317295,-0.079077050931,-0.079077050931,364.0350718,0.0017384267002,0.00091933747805,153.0347292,2.085971115e-07,5.9665572792e-14,2.0969532874e-08,0.22558962902,1.5296879316e-08,0.0039505103146,1.6354740807e-07,2.1190730018e-18,1.3315243942e-19,3.0416915966e-12,2.5287107417e-09,3.2254425413e-05,0.0047770318422,4.0287229042e-17,1.9163761325e-10,6.6680671132e-22,0.76565016327,-28834.034596,0.0087600051793245,-564.6358827161152,364.6369313299656,0.0,0.0,0.004779311566380784
-0.13191669328,-0.1320753155,0.77069257255,2.5018274269e-05,-0.074051504689,-0.095916107192,-0.095916107192,454.6300359,0.0042369524512,0.0050643157571,1481.3236919,7.8653207118e-07,1.5657610045e-12,9.4183053935e-08,0.21509660394,7.1123427943e-08,0.0095563581803,5.8854545421e-07,1.8811753367e-17,1.3899578405e-18,7.4323141013e-12,6.2621044953e-09,0.00012224970807,0.011489406026,4.9335761421e-16,4.2419250697e-10,2.0336036594e-20,0.76373383507,-70610.377285,0.021168800446441177,-103.80762865361886,455.0040120333433,0.0,0.0,0.011624510612364247
-0.13165518987,-0.13175807107,0.65093036727,2.801233878e-05,-0.079051419497,-0.10790752285,-0.10790752285,537.27907171,0.0065106124794,0.011522499335,5852.2816707,1.2778373481e-06,1.4593492206e-11,2.2880408711e-07,0.20554797158,2.3318529742e-07,0.014657915332,1.0594645766e-06,1.0120724842e-16,8.1080167602e-18,1.4003018827e-11,7.598670458e-09,0.00020500627522,0.017596324047,2.3100280123e-15,4.8741760919e-10,2.3717632086e-19,0.76198997536,-106366.72372,0.032460523491568104,1150.6788766749805,537.5971495218936,3.440265021790878e-05,1.933413995082418e-07,0.017805795117156034
-0.13138632745,-0.13155230868,0.54399424568,3.1511340223e-05,-0.082378776717,-0.120905143,-0.120905143,641.38008843,0.009415813822,0.024487521469,21822.920818,1.8278560659e-06,1.3092183036e-10,5.4798228483e-07,0.19334240169,7.5361998324e-07,0.02117699122,1.8153006005e-06,5.6224170206e-16,4.7248557371e-17,2.6687751629e-11,7.9946764272e-09,0.000304374669,0.025409545082,1.1300710957e-14,4.9541351201e-10,2.6609959385e-18,0.75976173393,-150449.37902,0.046892738827065905,13418.377168427087,641.6388711146003,0.00013433249411146474,6.630306358458832e-07,0.02561830611111814
-0.13109406938,-0.13122034622,0.44472867628,3.5885024276e-05,-0.08189707309,-0.13702214243,-0.13702214243,782.00163408,0.0134286978,0.048844661323,118749.89769,2.3947639445e-06,1.801239128e-09,1.7467818429e-06,0.17646810935,3.4497182321e-06,0.030182168646,3.3379318779e-06,4.6757949082e-15,3.9617770537e-16,5.1616245703e-11,6.5253281607e-09,0.00042154340744,0.036233322551,9.8640636717e-14,4.2868924966e-10,4.3401114297e-17,0.75668391804,-208289.02383,0.0668394293683845,83319.83976304298,782.5671377431787,0.00025165863641864395,2.7081219352285867e-06,0.036442068382990966
